genres,id,keywords,title,overview,cast,director,combined
"['crime', 'drama']",398,"['gay', 'self-fulfillingprophecy', 'basedonnovel']",capote,"A biopic of the writer, Truman Capote and his assignment for The New Yorker to write the non-fiction book, 'In Cold Blood'.","['philipseymourhoffman', 'alliemickelson', 'craigarchibald']",bennettmiller,"[ ' g a y ' ,   ' s e l f - f u l f i l l i n g p r o p h e c y ' ,   ' b a s e d o n n o v e l ' ] [ ' p h i l i p s e y m o u r h o f f m a n ' ,   ' a l l i e m i c k e l s o n ' ,   ' c r a i g a r c h i b a l d ' ] bennettmiller [ ' c r i m e ' ,   ' d r a m a ' ]"
"['thriller', 'action', 'crime']",8068,"['gunslinger', 'antiterror', 'ambush']",desperado,A gunslinger is embroiled in a war with a local drug runner.,"['antoniobanderas', 'salmahayek', 'joaquimdealmeida']",robertrodriguez,"[ ' g u n s l i n g e r ' ,   ' a n t i t e r r o r ' ,   ' a m b u s h ' ] [ ' a n t o n i o b a n d e r a s ' ,   ' s a l m a h a y e k ' ,   ' j o a q u i m d e a l m e i d a ' ] robertrodriguez [ ' t h r i l l e r ' ,   ' a c t i o n ' ,   ' c r i m e ' ]"
"['adventure', 'action', 'romance']",10803,"['femalenudity', 'killerrobot', 'nudity']",logan's run,"An idyllic sci-fi future has one major drawback: All citizens get a chance of being 'renewed' in a Civic Ceremony at their 30th birthday, unless they run and escape before their time comes.","['michaelyork', 'richardjordan', 'jennyagutter']",michaelanderson,"[ ' f e m a l e n u d i t y ' ,   ' k i l l e r r o b o t ' ,   ' n u d i t y ' ] [ ' m i c h a e l y o r k ' ,   ' r i c h a r d j o r d a n ' ,   ' j e n n y a g u t t e r ' ] michaelanderson [ ' a d v e n t u r e ' ,   ' a c t i o n ' ,   ' r o m a n c e ' ]"
"['adventure', 'action', 'thriller']",682,"['londonengland', 'england', 'martialarts']",the man with the golden gun,A golden bullet has 007 engraved on it as it smashes into the secret service headquarters. The bullet came from the professional killer Scaramanga who has yet to miss a target and James Bond begins a mission to try and stop him.,"['rogermoore', 'christopherlee', 'brittekland']",guyhamilton,"[ ' l o n d o n e n g l a n d ' ,   ' e n g l a n d ' ,   ' m a r t i a l a r t s ' ] [ ' r o g e r m o o r e ' ,   ' c h r i s t o p h e r l e e ' ,   ' b r i t t e k l a n d ' ] guyhamilton [ ' a d v e n t u r e ' ,   ' a c t i o n ' ,   ' t h r i l l e r ' ]"
"['action', 'adventure', 'comedy']",10117,"['showdown', 'suspicionofmurder', 'boxer']",action jackson,Vengence drives a tough Detroit cop to stay on the trail of a power hungry auto magnate who's systematically eliminating his competition.,"['carlweathers', 'craigt.nelson', 'vanity']",craigr.baxley,"[ ' s h o w d o w n ' ,   ' s u s p i c i o n o f m u r d e r ' ,   ' b o x e r ' ] [ ' c a r l w e a t h e r s ' ,   ' c r a i g t . n e l s o n ' ,   ' v a n i t y ' ] craigr.baxley [ ' a c t i o n ' ,   ' a d v e n t u r e ' ,   ' c o m e d y ' ]"
"['adventure', 'horror']",9392,"['mutant', 'expedition', 'cave']",the descent,"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.","['shaunamacdonald', 'nataliemendoza', 'alexreid']",neilmarshall,"[ ' m u t a n t ' ,   ' e x p e d i t i o n ' ,   ' c a v e ' ] [ ' s h a u n a m a c d o n a l d ' ,   ' n a t a l i e m e n d o z a ' ,   ' a l e x r e i d ' ] neilmarshall [ ' a d v e n t u r e ' ,   ' h o r r o r ' ]"
['documentary'],24977,['sport'],michael jordan to the max,"This documentary showcases basketball player Michael Jordan's awe-inspiring moves, providing behind-the-scenes and on-the-court action, including footage of Jordan and the Chicago Bulls going head-to-head against the Utah Jazz in the 1997 NBA Finals. Phil Jackson and Bob Costas are interviewed (among others), and the awesome soundtrack includes songs by Earth, Wind and Fire, Fatboy Slim and Freddie King.","['michaeljordan', 'philjackson', 'bobcostas']",jamesd.stern,"[ ' s p o r t ' ] [ ' m i c h a e l j o r d a n ' ,   ' p h i l j a c k s o n ' ,   ' b o b c o s t a s ' ] jamesd.stern [ ' d o c u m e n t a r y ' ]"
['horror'],79316,['foundfootage'],devil's due,An unexpected pregnancy takes a terrifying turn for newlyweds Zach and Samantha McCall.,"['allisonmiller', 'zachgilford', 'samanderson']",mattbettinelli-olpin,"[ ' f o u n d f o o t a g e ' ] [ ' a l l i s o n m i l l e r ' ,   ' z a c h g i l f o r d ' ,   ' s a m a n d e r s o n ' ] mattbettinelli-olpin [ ' h o r r o r ' ]"
"['comedy', 'romance']",2074,"['lsd', 'lookingforbirthparents', 'half-brother']",flirting with disaster,"Adopted as a child, new father Mel Colpin (Ben Stiller) decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy (Patricia Arquette), and an inept yet gorgeous adoption agent, Tina (Tea Leoni), he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents (Josh Brolin, Richard Jenkins).","['benstiller', 'patriciaarquette', 'téaleoni']",davido.russell,"[ ' l s d ' ,   ' l o o k i n g f o r b i r t h p a r e n t s ' ,   ' h a l f - b r o t h e r ' ] [ ' b e n s t i l l e r ' ,   ' p a t r i c i a a r q u e t t e ' ,   ' t é a l e o n i ' ] davido.russell [ ' c o m e d y ' ,   ' r o m a n c e ' ]"
"['drama', 'horror', 'crime']",1696,"['sadistic', 'killing', 'fire']",the devil's rejects,"The sequel to House of 1000 Corpses – the Firefly family are ambushed at their isolated home by Sheriff Wydell and a squad of armed men guns blazing – yet only Otis and his sister, Baby, manage to escape the barrage of bullets unharmed. Hiding out in a backwater motel, the wanted siblings wait to rendezvous with their errant father, Captain Spaulding, killing whoever happens to stand in their way.","['sidhaig', 'billmoseley', 'sherimoonzombie']",robzombie,"[ ' s a d i s t i c ' ,   ' k i l l i n g ' ,   ' f i r e ' ] [ ' s i d h a i g ' ,   ' b i l l m o s e l e y ' ,   ' s h e r i m o o n z o m b i e ' ] robzombie [ ' d r a m a ' ,   ' h o r r o r ' ,   ' c r i m e ' ]"
"['crime', 'drama', 'comedy']",308639,"['california', 'hip-hop', 'harvarduniversity']",dope,"Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself.","['shameikmoore', 'kierseyclemons', 'tonyrevolori']",rickfamuyiwa,"[ ' c a l i f o r n i a ' ,   ' h i p - h o p ' ,   ' h a r v a r d u n i v e r s i t y ' ] [ ' s h a m e i k m o o r e ' ,   ' k i e r s e y c l e m o n s ' ,   ' t o n y r e v o l o r i ' ] rickfamuyiwa [ ' c r i m e ' ,   ' d r a m a ' ,   ' c o m e d y ' ]"
"['drama', 'action', 'thriller']",22314,[],in too deep,A fearless cop is taking on a ruthless crimelord. He knew the risks. He just didn't know how far he would have to go.,"['omarepps', 'llcoolj', 'nialong']",michaelrymer,"[ ] [ ' o m a r e p p s ' ,   ' l l c o o l j ' ,   ' n i a l o n g ' ] michaelrymer [ ' d r a m a ' ,   ' a c t i o n ' ,   ' t h r i l l e r ' ]"
['horror'],2662,"['upperclass', 'halloween', 'psychopath']",house of 1000 corpses,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,"['sidhaig', 'billmoseley', 'sherimoonzombie']",robzombie,"[ ' u p p e r c l a s s ' ,   ' h a l l o w e e n ' ,   ' p s y c h o p a t h ' ] [ ' s i d h a i g ' ,   ' b i l l m o s e l e y ' ,   ' s h e r i m o o n z o m b i e ' ] robzombie [ ' h o r r o r ' ]"
"['horror', 'action', 'thriller']",77156,[],alien zone,"A man who is having an affair with a married woman is dropped off on the wrong street when going back to his hotel. He takes refuge out of the rain when an old man invites him in. He turns out to be a mortician, who tells him the stories of the people who have wound up in his establishment over the course of four stories.","['johnericson', 'ivorfrancis', 'judithnovgrod']",sharronmiller,"[ ] [ ' j o h n e r i c s o n ' ,   ' i v o r f r a n c i s ' ,   ' j u d i t h n o v g r o d ' ] sharronmiller [ ' h o r r o r ' ,   ' a c t i o n ' ,   ' t h r i l l e r ' ]"
"['comedy', 'drama']",12573,"['professor', 'darkcomedy', 'telephonecall']",a serious man,"A Serious Man is the story of an ordinary man's search for clarity in a universe where Jefferson Airplane is on the radio and F-Troop is on TV. It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.","['michaelstuhlbarg', 'richardkind', 'fredmelamed']",joelcoen,"[ ' p r o f e s s o r ' ,   ' d a r k c o m e d y ' ,   ' t e l e p h o n e c a l l ' ] [ ' m i c h a e l s t u h l b a r g ' ,   ' r i c h a r d k i n d ' ,   ' f r e d m e l a m e d ' ] joelcoen [ ' c o m e d y ' ,   ' d r a m a ' ]"
"['comedy', 'drama', 'mystery']",44718,['independentfilm'],get low,"A movie spun out of equal parts folk tale, fable and real-life legend about the mysterious, 1930s Tennessee hermit who famously threw his own rollicking funeral party... while he was still alive.","['billmurray', 'sissyspacek', 'robertduvall']",aaronschneider,"[ ' i n d e p e n d e n t f i l m ' ] [ ' b i l l m u r r a y ' ,   ' s i s s y s p a c e k ' ,   ' r o b e r t d u v a l l ' ] aaronschneider [ ' c o m e d y ' ,   ' d r a m a ' ,   ' m y s t e r y ' ]"
"['adventure', 'comedy', 'fantasy']",11342,"['witch', 'cemetery', 'magic']",warlock,"A warlock flees from the 17th to the 20th century, with a witch-hunter in hot pursuit. A Warlock (Julian Sands) is taken captive in Boston, Massachusetts in 1691 by a witch-hunter Giles Redferne (Richard Grant).  He is sentenced to death for his activities, including the bewitching of Redferne's bride-to-be, but before the execution a demon appears and propels the Warlock forward in time to 20th century Los Angeles, California. Redferne follows through the portal. The Warlock attempts to assemble The Grand Grimoire, a Satanic book that will reveal the ""true"" name of God.  Redferne and the Warlock then embark on a cat-and-mouse chase with the Grand Grimoire, and Kassandra (Lori Singer), a waitress who encounters Giles while he's attempting to find Warlock.","['juliansands', 'lorisinger', 'richarde.grant']",steveminer,"[ ' w i t c h ' ,   ' c e m e t e r y ' ,   ' m a g i c ' ] [ ' j u l i a n s a n d s ' ,   ' l o r i s i n g e r ' ,   ' r i c h a r d e . g r a n t ' ] steveminer [ ' a d v e n t u r e ' ,   ' c o m e d y ' ,   ' f a n t a s y ' ]"
"['romance', 'drama']",241771,"['talent', 'success', 'musician']",beyond the lights,"Noni Jean is a hot new rising star. But not all is what it seems, and the pressure causes Noni to nearly fall apart - until she meets Kaz Nicol, a promising young cop and aspiring politician who's been assigned to her detail. Can Kaz's love give Noni the courage to find her own voice and break free to become the artist she was meant to be?","['gugumbatha-raw', 'nateparker', 'minniedriver']",ginaprince-bythewood,"[ ' t a l e n t ' ,   ' s u c c e s s ' ,   ' m u s i c i a n ' ] [ ' g u g u m b a t h a - r a w ' ,   ' n a t e p a r k e r ' ,   ' m i n n i e d r i v e r ' ] ginaprince-bythewood [ ' r o m a n c e ' ,   ' d r a m a ' ]"
"['drama', 'romance']",34653,"['gay', 'basedonnovel', 'suicidal']",a single man,"Adapted from a 1964 novel of the same name, the film follows a day in the life of George Falconer, a British college professor reeling with the recent and sudden loss of his longtime partner. This traumatic event makes George challenge his own will to live as he seeks the console of close friend Charley who is struggling with her own questions about life.","['colinfirth', 'juliannemoore', 'nicholashoult']",tomford,"[ ' g a y ' ,   ' b a s e d o n n o v e l ' ,   ' s u i c i d a l ' ] [ ' c o l i n f i r t h ' ,   ' j u l i a n n e m o o r e ' ,   ' n i c h o l a s h o u l t ' ] tomford [ ' d r a m a ' ,   ' r o m a n c e ' ]"
['drama'],11051,"['christianity', 'traitor', 'jesuschrist']",the last temptation of christ,"Jesus, a humble Judean carpenter beginning to see that he is the son of God, is drawn into revolutionary action against the Roman occupiers by Judas -- despite his protestations that love, not violence, is the path to salvation. The burden of being the savior of mankind torments Jesus throughout his life, leading him to doubt. As he is put to death on the cross, Jesus is tempted by visions of an ordinary life married to Mary Magdalene.","['willemdafoe', 'harveykeitel', 'barbarahershey']",martinscorsese,"[ ' c h r i s t i a n i t y ' ,   ' t r a i t o r ' ,   ' j e s u s c h r i s t ' ] [ ' w i l l e m d a f o e ' ,   ' h a r v e y k e i t e l ' ,   ' b a r b a r a h e r s h e y ' ] martinscorsese [ ' d r a m a ' ]"
"['romance', 'comedy', 'drama']",14578,"['suicide', 'sex', 'sexuality']",outside providence,"In this coming-of-age comedy, Tim Dunphy is leading a go-nowhere existence, spending his days smoking pot and hanging out with his best friend, Drugs Delaney. But Tim's lazy days of getting high are jettisoned after a brush with the law convinces his blue-collar dad to send him to a Connecticut prep school. The one saving grace of the new school is Jane, a fellow student Tim falls for immediately.","['shawnhatosy', 'amysmart', 'alecbaldwin']",michaelcorrente,"[ ' s u i c i d e ' ,   ' s e x ' ,   ' s e x u a l i t y ' ] [ ' s h a w n h a t o s y ' ,   ' a m y s m a r t ' ,   ' a l e c b a l d w i n ' ] michaelcorrente [ ' r o m a n c e ' ,   ' c o m e d y ' ,   ' d r a m a ' ]"
"['drama', 'comedy', 'music']",57825,"['indianlead', 'bollywood', 'moderndayadaptation']",bride & prejudice,"A Bollywood update of Jane Austen's classic tale, in which Mrs. Bakshi is eager to find suitable husbands for her four unmarried daughters. When the rich single gentlemen Balraj and Darcy come to visit, the Bakshis have high hopes, though circumstance and boorish opinions threaten to get in the way of romance.","['aishwaryaraibachchan', 'martinhenderson', 'naveenandrews']",gurinderchadha,"[ ' i n d i a n l e a d ' ,   ' b o l l y w o o d ' ,   ' m o d e r n d a y a d a p t a t i o n ' ] [ ' a i s h w a r y a r a i b a c h c h a n ' ,   ' m a r t i n h e n d e r s o n ' ,   ' n a v e e n a n d r e w s ' ] gurinderchadha [ ' d r a m a ' ,   ' c o m e d y ' ,   ' m u s i c ' ]"
"['adventure', 'drama', 'action']",9555,"['childabuse', 'sistersisterrelationship', 'prosecution']",rabbit-proof fence,"In 1931, three aboriginal girls escape after being plucked from their homes to be trained as domestic staff and set off on a trek across the Outback.","['everlynsampi', 'tiannasansbury', 'lauramonaghan']",phillipnoyce,"[ ' c h i l d a b u s e ' ,   ' s i s t e r s i s t e r r e l a t i o n s h i p ' ,   ' p r o s e c u t i o n ' ] [ ' e v e r l y n s a m p i ' ,   ' t i a n n a s a n s b u r y ' ,   ' l a u r a m o n a g h a n ' ] phillipnoyce [ ' a d v e n t u r e ' ,   ' d r a m a ' ,   ' a c t i o n ' ]"
